-5.888	2.217	-0.750
-4.473	3.116	-0.750
-2.925	3.757	-0.750
-1.289	4.123	-0.750
0.385	4.201	-0.750
2.048	3.990	-0.750
3.650	3.495	-0.750
5.142	2.732	-0.750
6.518	1.692	-0.750
5.888	-2.217	-0.750
4.473	-3.116	-0.750
2.925	-3.757	-0.750
1.289	-4.123	-0.750
-0.385	-4.201	-0.750
-2.048	-3.990	-0.750
-3.650	-3.495	-0.750
-5.142	-2.732	-0.750
-6.518	-1.692	-0.750
-5.888	2.217	-0.059
-4.473	3.116	-0.059
-2.925	3.757	-0.059
-1.289	4.123	-0.059
0.385	4.201	-0.059
2.048	3.990	-0.059
3.650	3.495	-0.059
5.142	2.732	-0.059
6.518	1.692	-0.059
5.888	-2.217	-0.059
4.473	-3.116	-0.059
2.925	-3.757	-0.059
1.289	-4.123	-0.059
-0.385	-4.201	-0.059
-2.048	-3.990	-0.059
-3.650	-3.495	-0.059
-5.142	-2.732	-0.059
-6.518	-1.692	-0.059
-5.286	2.645	1.312
-1.896	4.022	1.312
1.861	4.035	1.312
5.306	2.632	1.312
5.286	-2.645	1.312
1.896	-4.022	1.312
-1.861	-4.035	1.312
-5.306	-2.632	1.312
0.000	0.000	2.017
		
		
