-69.367	-9.155	6.373
-69.367	-2.939	6.300
-63.423	10.057	6.003
-55.141	-10.537	5.545
-55.141	-3.391	5.461
-37.896	-12.022	4.868
-37.896	-3.881	4.772
-25.233	13.266	4.568
-17.360	-13.211	4.437
-17.360	-4.277	4.331
5.242	-13.516	4.339
5.242	-4.379	4.231
24.765	13.275	4.565
27.174	-12.741	4.598
27.174	-4.120	4.496
46.238	-11.346	5.154
46.238	-3.657	5.064
62.014	-9.878	5.911
62.014	-3.175	5.832
63.615	10.036	6.016
75.445	-8.564	6.810
75.445	-2.746	6.741
110.633	-9.155	6.373
110.633	-2.939	6.300
116.577	10.057	6.003
124.859	-10.537	5.545
124.859	-3.391	5.461
142.104	-12.022	4.868
142.104	-3.881	4.772
154.767	13.266	4.568
162.640	-13.211	4.437
162.640	-4.277	4.331
-174.758	-13.516	4.339
-174.758	-4.379	4.231
-155.235	13.275	4.565
-152.826	-12.741	4.598
-152.826	-4.120	4.496
-133.762	-11.346	5.154
-133.762	-3.657	5.064
-117.986	-9.878	5.911
-117.986	-3.175	5.832
-116.385	10.036	6.016
-104.555	-8.564	6.810
-104.555	-2.746	6.741
-90.000	80.289	1.778
