0.33,2.98,-0.450
-1.95,1.77,-0.450
-2.03,0.07,-0.450
-1.90,-1.79,-0.450
0.01,-2.94,-0.450
2.61,-1.70,-0.450
2.67,0.01,-0.450
2.65,1.66,-0.450
-1.07,3.27,0.410
-2.27,0.99,0.410
-2.32,-1.27,0.410
-1.25,-3.12,0.410
1.43,-3.25,0.410
2.81,-1.55,0.410
2.95,1.25,0.410
1.47,3.14,0.410
-0.92,0.97,0.865
-0.94,-0.95,0.862
0.89,-1.00,0.853
0.99,0.96,0.888
0.00,0.00,1.296
